time,T_out,T_out_weighted,mdot_in,mdot_out,upcomer_outlet
0,0,0,0,0,348
0.1,375.19375556769,0.5277381996749,7.0400520158992e-06,6.1754905269911e-05,348
0.3,386.70979439834,0.54393637331103,6.9194716953408e-06,-1.3162799131432e-05,348
0.7,396.90647091172,0.55827876474474,7.0820615472498e-06,9.1948561776246e-06,348
1.5,403.47719215131,0.56752097772427,7.0429929852567e-06,7.3522309725689e-06,348
3.1,404.69450996198,0.56923322666313,7.0296732196559e-06,6.5104391292047e-06,348
6.3,402.14316579637,0.56564456945141,7.03393016522e-06,6.6073686875061e-06,348
12.7,400.08939539499,0.56275578711405,7.0342094944932e-06,6.9550688676701e-06,348
25.5,399.82988250802,0.56239076274536,7.0340625143245e-06,7.0598343649779e-06,348
51.1,399.95798231068,0.56257094473994,7.0340653866486e-06,7.043924512819e-06,348
102.3,399.99179305411,0.56261850209026,7.0340586760049e-06,7.0366900056318e-06,348
204.7,399.9999281996,0.56262994478346,7.0340734615173e-06,7.0366534578618e-06,348
409.5,399.99942913944,0.56262924281785,7.0340731086846e-06,7.0367515773646e-06,348
819.1,399.99948656007,0.56262932358429,7.0340724423438e-06,7.0367513283479e-06,348
1319.1,399.99954852852,0.56262941074757,7.0340714716818e-06,7.0367494649427e-06,348
1819.1,399.9995483728,0.56262941052854,7.0340704622566e-06,7.0367485650587e-06,348
2319.1,399.99954831106,0.56262941044169,7.0340694894862e-06,7.0367477355007e-06,348
2819.1,399.999548296,0.56262941042051,7.0340684074038e-06,7.0367468028761e-06,348
3319.1,399.99954831965,0.56262941045377,7.0340673241977e-06,7.0367459063771e-06,348
3819.1,399.99954837817,0.56262941053609,7.0340663094722e-06,7.0367450535664e-06,348
4319.1,399.99954846894,0.56262941066377,7.0340652568288e-06,7.0367441918617e-06,348
4819.1,399.99954859171,0.56262941083644,7.0340643841669e-06,7.0367434373604e-06,348
5319.1,399.99954874127,0.56262941104681,7.034063582009e-06,7.0367427577403e-06,348
5819.1,399.99971960055,0.56262965137322,7.0340623645725e-06,7.0366119808068e-06,348
6319.1,399.99901470661,0.56262865988694,7.034055810128e-06,7.036207001999e-06,348
6819.1,399.99893013382,0.56262854092897,7.0340566251823e-06,7.0363611935859e-06,348
7319.1,399.99892195582,0.56262852942599,7.0340566747814e-06,7.0363617286956e-06,348
7819.1,399.99892432517,0.56262853275866,7.0340567080975e-06,7.036361650652e-06,348
8319.1,399.99892397206,0.56262853226199,7.0340567941431e-06,7.036361703574e-06,348
8819.1,399.998924261,0.5626285326684,7.034056838138e-06,7.0363617462891e-06,348
9319.1,399.99892439025,0.5626285328502,7.0340568905044e-06,7.0363617654122e-06,348
9819.1,399.99892455932,0.56262853308801,7.0340569469757e-06,7.0363618125495e-06,348
10319.1,399.99892471806,0.5626285333113,7.0340569819364e-06,7.036361815523e-06,348
10819.1,399.99892487953,0.56262853353841,7.0340570444078e-06,7.0363618502115e-06,348
11319.1,399.99892504014,0.56262853376433,7.0340571028938e-06,7.0363618843346e-06,348
11819.1,400.00137605251,0.56263198129733,7.0340603561949e-06,7.0359819368436e-06,348
12319.1,400.00160297655,0.56263230048304,7.034061215494e-06,7.0360063126174e-06,348
12819.1,400.00154445167,0.5626322181634,7.0340621160232e-06,7.0360371810582e-06,348
13319.1,400.00154258569,0.56263221553876,7.0340629924825e-06,7.0360376188233e-06,348
13819.1,400.00154128051,0.56263221370293,7.0340638649976e-06,7.0360380704333e-06,348
14319.1,400.00154008703,0.56263221202421,7.0340648398175e-06,7.0360387168214e-06,348
14819.1,400.00153907776,0.56263221060459,7.0340656840774e-06,7.0360393578421e-06,348
15319.1,400.00153824529,0.56263220943366,7.0340665603688e-06,7.036040092678e-06,348
15819.1,400.00153759709,0.56263220852191,7.0340674030751e-06,7.0360409230626e-06,348
16319.1,400.00153715014,0.56263220789325,7.0340682375336e-06,7.0360418330495e-06,348
16819.1,400.00153690647,0.5626322075505,7.0340690597707e-06,7.0360427935896e-06,348
17319.1,399.99955703291,0.56262942270963,7.0340719469638e-06,7.0366812119103e-06,348
17819.1,399.99935228782,0.56262913472028,7.0340741550089e-06,7.037513304114e-06,348
18319.1,400.00000428943,0.56263005180952,7.0340700667373e-06,7.0371593593372e-06,348
18819.1,400.00000877304,0.56263005811606,7.0340678608234e-06,7.0371566220576e-06,348
19319.1,400.00001154105,0.56263006200947,7.034065909485e-06,7.0371551866254e-06,348
