time,average_flux,average_pebble_T,flux_integral,max_pebble_T,min_pebble_T
0,0,0,0,0,0
0.0002,0.0038516042929303,-7.7399553433109e-07,6.9180843877942,0.7353143819581,-7.7399553433111e-07
0.0004,0.003849022627438,8.0556221023908e-13,6.9134473123372,0.73333078903944,8.055622102392e-13
0.0006,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.0008,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.001,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.0012,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.0014,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.0016,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.0018,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
0.002,0.0038490226227736,-1.6884146888539e-18,6.9134473039591,0.73333078911924,-1.6884146888541e-18
