time,axial_pressure_14
0,0
10000000,1088079.0614761
20000000,710242.60291974
30000000,1088305.3907851
40000000,1088078.3008989
50000000,1088079.3394269
60000000,1088079.3394269
70000000,1088079.3394269
80000000,1088079.3394269
90000000,1088079.3394269
100000000,1088079.3394269
110000000,1088079.3394269
120000000,1088079.3394269
130000000,1088079.3394269
140000000,1088079.3394269
150000000,1088079.3394269
160000000,1088079.3394269
170000000,1088079.3394269
180000000,1088079.3394269
190000000,1088079.3394269
200000000,1088079.3394269
210000000,1088079.3394269
220000000,1088079.3394269
230000000,1088079.3394269
240000000,1088079.3394269
250000000,1088079.3394269
260000000,1088079.3394269
270000000,1088079.3394269
280000000,1088079.3394269
290000000,1088079.3394269
300000000,1088079.3394269
310000000,1088079.3394269
315576000,1088079.3394269
