time,axial_temp_2
0,0
10000000,824.57334232646
20000000,838.43284106911
30000000,838.41444691131
40000000,838.41451944997
50000000,838.41451944997
60000000,838.41451944997
70000000,838.41451944997
80000000,838.41451944997
90000000,838.41451944997
100000000,838.41451944997
110000000,838.41451944997
120000000,838.41451944997
130000000,838.41451944997
140000000,838.41451944997
150000000,838.41451944997
160000000,838.41451944997
170000000,838.41451944997
180000000,838.41451944997
190000000,838.41451944997
200000000,838.41451944997
210000000,838.41451944997
220000000,838.41451944997
230000000,838.41451944997
240000000,838.41451944997
250000000,838.41451944997
260000000,838.41451944997
270000000,838.41451944997
280000000,838.41451944997
290000000,838.41451944997
300000000,838.41451944997
310000000,838.41451944997
315576000,838.41451944997
